name,provider,rocket,status,launch_time,pad,mission_type,year,month,day,day_of_week,hour,provider_id,rocket_id,mission_type_id,pad_id
Sputnik 8K71PS | Sputnik-1,RVSN USSR,Sputnik 8K71PS,Launch Successful,1957-10-04 19:28:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1957,10,4,Friday,19,40,282,7,83
Cosmos-3M (11K65M) | Cosmos 1181,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-05-20 09:21:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1980,5,20,Tuesday,9,40,81,7,89
Ariane 1 | CAT-2 & Others,ESA,Ariane 1,Launch Failure,1980-05-23 14:29:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Unknown,1980,5,23,Friday,14,13,9,7,8
Atlas-E/F Star-37S-ISS | NOAA-B,General Dynamics,Atlas-E/F Star-37S-ISS,Launch Failure,1980-05-29 10:53:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1980,5,29,Thursday,10,17,55,7,68
Vostok-2M | Cosmos 1184,RVSN USSR,Vostok-2M,Launch Successful,1980-06-04 07:34:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1980,6,4,Wednesday,7,40,334,7,108
Cosmos-3M (11K65M) | Cosmos 1186,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-06-06 11:00:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1980,6,6,Friday,11,40,81,7,88
Molniya-M /Block 2BL | Cosmos 1188,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1980-06-14 20:51:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1980,6,14,Saturday,20,40,195,7,108
Vostok-2M | Meteor-Priroda n†­4,RVSN USSR,Vostok-2M,Launch Successful,1980-06-18 06:14:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1980,6,18,Wednesday,6,40,334,7,101
Titan IIID | KH-9),Martin Marietta,Titan IIID,Launch Successful,1980-06-18 18:29:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Unknown,1980,6,18,Wednesday,18,34,307,7,72
Molniya-M /Block ML | Molniya-1 n†­85,RVSN USSR,Molniya-M /Block ML,Launch Successful,1980-06-21 18:34:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1980,6,21,Saturday,18,40,197,7,106
Cosmos-3M (11K65M) | Cosmos 1190,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-07-01 07:12:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1980,7,1,Tuesday,7,40,81,7,89
Molniya-M /Block 2BL | Cosmos 1191,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1980-07-02 00:53:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1980,7,2,Wednesday,0,40,195,7,106
Cosmos-3M (11K65M) | Cosmos 1192 to 1199,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-07-09 00:42:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1980,7,9,Wednesday,0,40,81,7,89
SLV-3 | Rohini RS-1,ISRO,SLV-3,Launch Successful,1980-07-18 02:33:00+00:00,"SLV LP, Satish Dhawan Space Centre, India",Unknown,1980,7,18,Friday,2,23,236,7,79
Molniya-M /Block ML | Molniya-3 n†­86,RVSN USSR,Molniya-M /Block ML,Launch Successful,1980-07-18 10:37:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1980,7,18,Friday,10,40,197,7,108
Cosmos-3M (11K65M) | Cosmos 1204,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-07-31 10:20:00+00:00,"Site 107/1, Kapustin Yar, Russia",Unknown,1980,7,31,Thursday,10,40,81,7,84
Vostok-2M | Cosmos 1206,RVSN USSR,Vostok-2M,Launch Successful,1980-08-15 05:34:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1980,8,15,Friday,5,40,334,7,108
Vostok-2M | Meteor-2 n†­7,RVSN USSR,Vostok-2M,Launch Successful,1980-09-09 11:00:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1980,9,9,Tuesday,11,40,334,7,108
Cosmos-3M (11K65M) | Cosmos 1215,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-10-14 20:41:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1980,10,14,Tuesday,20,40,81,7,88
Molniya-M /Block 2BL | Cosmos 1217,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1980-10-24 10:53:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1980,10,24,Friday,10,40,195,7,106
Atlas-SLV3D Centaur-D1AR | FLTSATCOM-4,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1980-10-31 03:54:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1980,10,31,Friday,3,17,72,7,64
Tsyklon-2 | Cosmos 1220,RVSN USSR,Tsyklon-2,Launch Successful,1980-11-04 15:04:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1980,11,4,Tuesday,15,40,321,7,117
Molniya-M /Block ML | Molniya-1 n†­87,RVSN USSR,Molniya-M /Block ML,Launch Successful,1980-11-16 04:18:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1980,11,16,Sunday,4,40,197,7,106
Vostok-2M | Cosmos 1222,RVSN USSR,Vostok-2M,Launch Successful,1980-11-21 11:53:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1980,11,21,Friday,11,40,334,7,108
Molniya-M /Block 2BL | Cosmos 1223,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1980-11-27 21:37:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1980,11,27,Thursday,21,40,195,7,106
Cosmos-3M (11K65M) | Cosmos 1225,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-12-05 04:23:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1980,12,5,Friday,4,40,81,7,88
Atlas-SLV3D Centaur-D1AR | Intelsat V -502,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1980-12-06 23:31:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,1980,12,6,Saturday,23,17,72,7,65
Atlas-E/F MSD | NOSS-4,General Dynamics,Atlas-E/F MSD,Launch Failure,1980-12-09 07:18:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1980,12,9,Tuesday,7,17,48,7,68
Cosmos-3M (11K65M) | Cosmos 1226,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1980-12-10 20:53:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1980,12,10,Wednesday,20,40,81,7,88
Cosmos-3M (11K65M) | Cosmos 1228 to 1235,RVSN USSR,Cosmos-3M (11K65M),Partial Failure,1980-12-23 22:48:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1980,12,23,Tuesday,22,40,81,7,88
Molniya-M /Block ML | Molniya-3 n†­88,RVSN USSR,Molniya-M /Block ML,Launch Successful,1981-01-09 14:57:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1981,1,9,Friday,14,40,197,7,106
Cosmos-3M (11K65M) | Cosmos 1238,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-01-16 09:00:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1981,1,16,Friday,9,40,81,7,88
Cosmos-3M (11K65M) | Cosmos 1241,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-01-21 08:29:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1981,1,21,Wednesday,8,40,81,7,88
Tsyklon-3 | Cosmos 1242,RVSN USSR,Tsyklon-3,Launch Failure,1981-01-23 11:20:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,1981,1,23,Friday,11,40,323,7,102
Vostok-2M | Cosmos 1242,RVSN USSR,Vostok-2M,Launch Successful,1981-01-27 14:58:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1981,1,27,Tuesday,14,40,334,7,108
Molniya-M /Block ML | Molniya-1 n†­89,RVSN USSR,Molniya-M /Block ML,Launch Successful,1981-01-30 16:27:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1981,1,30,Friday,16,40,197,7,108
Tsyklon-2 | Cosmos 1243,RVSN USSR,Tsyklon-2,Launch Successful,1981-02-02 02:19:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,2,2,Monday,2,40,321,7,117
N-II Star-37E | Kiku 3,MHI,N-II Star-37E,Launch Successful,1981-02-11 08:30:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,1981,2,11,Wednesday,8,32,211,7,17
Cosmos-3M (11K65M) | Cosmos 1244,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-02-12 18:21:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1981,2,12,Thursday,18,40,81,7,88
Molniya-M /Block 2BL | Cosmos 1247,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1981-02-19 10:00:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,1981,2,19,Thursday,10,40,195,7,93
Mu-III S | Hinotori,ISAS,Mu-III S,Launch Successful,1981-02-21 00:30:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Unknown,1981,2,21,Saturday,0,22,203,7,48
Atlas-SLV3D Centaur-D1AR | Comstar D4,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1981-02-21 23:23:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1981,2,21,Saturday,23,17,72,7,64
Titan III(24)B | OPS 1166,US Air Force,Titan III(24)B,Launch Successful,1981-02-28 19:15:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1981,2,28,Saturday,19,48,302,7,73
Tsyklon-2 | Cosmos 1249,RVSN USSR,Tsyklon-2,Launch Successful,1981-03-05 18:09:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,3,5,Thursday,18,40,321,7,116
Cosmos-3M (11K65M) | Cosmos 1250 to 1257,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-03-06 11:31:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1981,3,6,Friday,11,40,81,7,89
Tsyklon-2 | Cosmos 1258,RVSN USSR,Tsyklon-2,Launch Successful,1981-03-14 16:55:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,3,14,Saturday,16,40,321,7,117
Titan III(23)C | DSP-9,Martin Marietta,Titan III(23)C,Launch Successful,1981-03-16 13:30:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,1981,3,16,Monday,13,34,301,7,69
Tsyklon-2 | Cosmos 1260,RVSN USSR,Tsyklon-2,Launch Successful,1981-03-20 23:45:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,3,20,Friday,23,40,321,7,116
Tsyklon-2 | Cosmos 1266,RVSN USSR,Tsyklon-2,Launch Successful,1981-03-21 03:45:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,3,21,Saturday,3,40,321,7,117
Molniya-M /Block ML | Molniya-3 n†­90,RVSN USSR,Molniya-M /Block ML,Launch Successful,1981-03-24 03:31:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1981,3,24,Tuesday,3,40,197,7,106
Molniya-M /Block 2BL | Cosmos 1261,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1981-03-31 09:39:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1981,3,31,Tuesday,9,40,195,7,106
Cosmos-3M (11K65M) | Cosmos 1263,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-04-09 12:00:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1981,4,9,Thursday,12,40,81,7,88
Space Shuttle Columbia | STS-1,NASA,Space Shuttle Columbia,Launch Successful,1981-04-12 12:00:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Unknown,1981,4,12,Sunday,12,35,278,7,34
Titan III(34)B Agena-D | Jumpseat 6,Martin Marietta,Titan III(34)B Agena-D,Launch Successful,1981-04-24 21:32:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1981,4,24,Friday,21,34,303,7,73
Cosmos-3M (11K65M) | Cosmos 1269,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-05-07 13:21:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1981,5,7,Thursday,13,40,81,7,88
Vostok-2M | Meteor-2 n†­8,RVSN USSR,Vostok-2M,Launch Successful,1981-05-14 21:45:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1981,5,14,Thursday,21,40,334,7,108
Vostok-2M | Cosmos 1271,RVSN USSR,Vostok-2M,Launch Successful,1981-05-19 03:49:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1981,5,19,Tuesday,3,40,334,7,108
Atlas-SLV3D Centaur-D1AR | Intelsat V -501,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1981-05-23 22:42:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,1981,5,23,Saturday,22,17,72,7,65
SLV-3 | Rohini RS-D1,ISRO,SLV-3,Partial Failure,1981-05-31 05:00:00+00:00,"SLV LP, Satish Dhawan Space Centre, India",Unknown,1981,5,31,Sunday,5,23,236,7,79
Cosmos-3M (11K65M) | Cosmos 1275,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-06-04 15:41:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1981,6,4,Thursday,15,40,81,7,89
Molniya-M /Block ML | Molniya-3 n†­91,RVSN USSR,Molniya-M /Block ML,Launch Successful,1981-06-09 03:33:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1981,6,9,Tuesday,3,40,197,7,106
Ariane 1 | CAT-3 & Others,ESA,Ariane 1,Launch Successful,1981-06-19 12:33:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Unknown,1981,6,19,Friday,12,13,9,7,8
Molniya-M /Block 2BL | Cosmos 1278,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1981-06-19 19:37:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1981,6,19,Friday,19,40,195,7,108
Atlas-E/F Star-37S-ISS | NOAA-C,General Dynamics,Atlas-E/F Star-37S-ISS,Launch Successful,1981-06-23 10:52:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Unknown,1981,6,23,Tuesday,10,17,55,7,68
Molniya-M /Block ML | Molniya-1 n†­92,RVSN USSR,Molniya-M /Block ML,Launch Successful,1981-06-24 17:47:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1981,6,24,Wednesday,17,40,197,7,108
Vostok-2M | Meteor-Priroda n†­5 & Iskra 1,RVSN USSR,Vostok-2M,Launch Successful,1981-07-10 05:14:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,7,10,Friday,5,40,334,7,101
Molniya-M /Block 2BL | Cosmos 1285,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1981-08-04 00:12:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,1981,8,4,Tuesday,0,40,195,7,93
Tsyklon-2 | Cosmos 1286,RVSN USSR,Tsyklon-2,Launch Successful,1981-08-04 08:28:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,8,4,Tuesday,8,40,321,7,116
Atlas-SLV3D Centaur-D1AR | FLTSATCOM-5,General Dynamics,Atlas-SLV3D Centaur-D1AR,Partial Failure,1981-08-06 08:16:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1981,8,6,Thursday,8,17,72,7,64
Cosmos-3M (11K65M) | Cosmos 1287 to 1294,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-08-06 11:49:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1981,8,6,Thursday,11,40,81,7,89
N-II Star-37E | Himawari 2,MHI,N-II Star-37E,Launch Successful,1981-08-10 20:03:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,1981,8,10,Monday,20,32,211,7,17
Cosmos-3M (11K65M) | Cosmos 1295,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-08-12 05:46:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1981,8,12,Wednesday,5,40,81,7,89
Tsyklon-2 | Cosmos 1299,RVSN USSR,Tsyklon-2,Launch Successful,1981-08-24 16:37:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,8,24,Monday,16,40,321,7,117
Tsyklon-3 | Cosmos 1300,RVSN USSR,Tsyklon-3,Launch Successful,1981-08-24 21:40:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,1981,8,24,Monday,21,40,323,7,102
Cosmos-3M (11K65M) | Cosmos 1302,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-08-28 16:18:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1981,8,28,Friday,16,40,81,7,88
Titan IIID | KH-11,Martin Marietta,Titan IIID,Launch Successful,1981-09-03 18:29:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Unknown,1981,9,3,Thursday,18,34,307,7,72
Molniya-M /Block ML | Cosmos 1305,RVSN USSR,Molniya-M /Block ML,Partial Failure,1981-09-11 08:43:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1981,9,11,Friday,8,40,197,7,108
Tsyklon-2 | Cosmos 1306,RVSN USSR,Tsyklon-2,Launch Successful,1981-09-14 20:31:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,9,14,Monday,20,40,321,7,116
Cosmos-3M (11K65M) | Cosmos 1308,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-09-18 03:34:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1981,9,18,Friday,3,40,81,7,88
Feng Bao 1 | Shijian 2,CASC,Feng Bao 1,Launch Successful,1981-09-19 21:28:00+00:00,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",Unknown,1981,9,19,Saturday,21,7,135,7,91
Cosmos-3M (11K65M) | Cosmos 1310,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-09-23 08:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1981,9,23,Wednesday,8,40,81,7,89
Cosmos-3M (11K65M) | Cosmos 1311,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-09-28 21:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1981,9,28,Monday,21,40,81,7,89
Tsyklon-3 | Cosmos 1312,RVSN USSR,Tsyklon-3,Launch Successful,1981-09-30 08:00:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,1981,9,30,Wednesday,8,40,323,7,102
Vostok-2M | Cosmos 1315,RVSN USSR,Vostok-2M,Launch Successful,1981-10-13 23:01:00+00:00,"Site 43/3, Plesetsk Cosmodrome, Russia",Unknown,1981,10,13,Tuesday,23,40,334,7,108
Molniya-M /Block ML | Molniya-3 n†­94,RVSN USSR,Molniya-M /Block ML,Launch Successful,1981-10-17 05:59:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1981,10,17,Saturday,5,40,197,7,106
Titan III(23)C | OPS-4029 (Vortex),Martin Marietta,Titan III(23)C,Launch Successful,1981-10-31 09:22:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,1981,10,31,Saturday,9,34,301,7,69
Molniya-M /Block 2BL | Cosmos 1317,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1981-10-31 22:53:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,1981,10,31,Saturday,22,40,195,7,93
Space Shuttle Columbia | STS-2,NASA,Space Shuttle Columbia,Launch Successful,1981-11-12 15:09:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Unknown,1981,11,12,Thursday,15,35,278,7,34
Molniya-M /Block ML | Molniya-1 n†­95,RVSN USSR,Molniya-M /Block ML,Launch Successful,1981-11-17 15:25:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1981,11,17,Tuesday,15,40,197,7,106
Cosmos-3M (11K65M) | Cosmos 1320 to 1327,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1981-11-28 18:08:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1981,11,28,Saturday,18,40,81,7,89
Tsyklon-3 | Cosmos 1328,RVSN USSR,Tsyklon-3,Launch Successful,1981-12-03 11:47:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,1981,12,3,Thursday,11,40,323,7,102
Cosmos-3M (11K65M) | Cosmos 1304,RVSN USSR,Cosmos-3M (11K65M),Partial Failure,1981-12-04 11:06:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1981,12,4,Friday,11,40,81,7,88
Atlas-SLV3D Centaur-D1AR | Intelsat V -503,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1981-12-15 23:35:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,1981,12,15,Tuesday,23,17,72,7,65
Atlas-E/F SGS-1 | GPS-7,General Dynamics,Atlas-E/F SGS-1,Launch Failure,1981-12-19 01:10:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Navigation,1981,12,19,Saturday,1,17,52,5,67
Ariane 1 | MARCES-1 & CAT-4,ESA,Ariane 1,Launch Successful,1981-12-20 01:29:00+00:00,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",Unknown,1981,12,20,Sunday,1,13,9,7,8
Molniya-M /Block ML | Molniya-1 n†­96,RVSN USSR,Molniya-M /Block ML,Launch Successful,1981-12-23 13:15:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1981,12,23,Wednesday,13,40,197,7,83
Cosmos-3M (11K65M) | Cosmos 1331,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1982-01-07 15:38:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1982,1,7,Thursday,15,40,81,7,89
Cosmos-3M (11K65M) | Cosmos 1333,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1982-01-14 07:51:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1982,1,14,Thursday,7,40,81,7,89
Titan III(24)B | OPS 2849,US Air Force,Titan III(24)B,Launch Successful,1982-01-21 19:36:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1982,1,21,Thursday,19,48,302,7,73
Cosmos-3M (11K65M) | Cosmos 1335,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1982-01-29 11:00:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1982,1,29,Friday,11,40,81,7,88
Tsyklon-2 | Cosmos 1337,RVSN USSR,Tsyklon-2,Launch Successful,1982-02-11 01:11:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1982,2,11,Thursday,1,40,321,7,116
Cosmos-3M (11K65M) | Cosmos 1339,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1982-02-17 21:56:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1982,2,17,Wednesday,21,40,81,7,89
Vostok-2M | Cosmos 1340,RVSN USSR,Vostok-2M,Launch Successful,1982-02-19 01:42:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,1982,2,19,Friday,1,40,334,7,93
Molniya-M /Block ML | Molniya-1 n†­97,RVSN USSR,Molniya-M /Block ML,Launch Successful,1982-02-26 20:10:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1982,2,26,Friday,20,40,197,7,106
Molniya-M /Block 2BL | Cosmos 1341,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1982-03-03 05:44:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,1982,3,3,Wednesday,5,40,195,7,93
Cosmos-3M (11K65M) | Ta??foun n†­27,RVSN USSR,Cosmos-3M (11K65M),Launch Failure,1982-03-04 16:41:00+00:00,"Site 107/1, Kapustin Yar, Russia",Unknown,1982,3,4,Thursday,16,40,81,7,84
Atlas-SLV3D Centaur-D1AR | Intelsat V -504,General Dynamics,Atlas-SLV3D Centaur-D1AR,Launch Successful,1982-03-05 00:23:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1982,3,5,Friday,0,17,72,7,64
Titan III(23)C | DSP-10,Martin Marietta,Titan III(23)C,Launch Successful,1982-03-06 19:25:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,1982,3,6,Saturday,19,34,301,7,69
Space Shuttle Columbia | STS-3,NASA,Space Shuttle Columbia,Launch Successful,1982-03-22 16:00:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Unknown,1982,3,22,Monday,16,35,278,7,34
Molniya-M /Block ML | Molniya-3 n†­98,RVSN USSR,Molniya-M /Block ML,Launch Successful,1982-03-24 00:12:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1982,3,24,Wednesday,0,40,197,7,106
Cosmos-3M (11K65M) | Cosmos 1344,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1982-03-24 09:47:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,1982,3,24,Wednesday,9,40,81,7,88
Tsyklon-3 | Meteor-2 n†­8,RVSN USSR,Tsyklon-3,Launch Successful,1982-03-25 09:50:00+00:00,"Site 32/1, Plesetsk Cosmodrome, Russia",Unknown,1982,3,25,Thursday,9,40,323,7,102
Cosmos-3M (11K65M) | Cosmos 1345,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1982-03-31 09:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1982,3,31,Wednesday,9,40,81,7,89
Vostok-2M | Cosmos 1346,RVSN USSR,Vostok-2M,Launch Successful,1982-03-31 16:27:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,1982,3,31,Wednesday,16,40,334,7,93
Molniya-M /Block 2BL | Cosmos 1348,RVSN USSR,Molniya-M /Block 2BL,Launch Successful,1982-04-07 13:41:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,1982,4,7,Wednesday,13,40,195,7,93
Cosmos-3M (11K65M) | Cosmos 1349,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1982-04-08 00:15:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1982,4,8,Thursday,0,40,81,7,89
Cosmos-3M (11K65M) | Cosmos 1351,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1982-04-21 01:40:00+00:00,"Site 107/1, Kapustin Yar, Russia",Unknown,1982,4,21,Wednesday,1,40,81,7,84
